jd,jd_norm,UTC
59173.723554667085,0.0,2020-11-20 17:21:55.123
59173.72494361084,0.0013889437541365623,2020-11-20 17:23:55.128
59173.72633255413,0.0027778870426118374,2020-11-20 17:25:55.133
59173.72772149788,0.0041668307967484,2020-11-20 17:27:55.137
59173.729110441636,0.005555774550884962,2020-11-20 17:29:55.142
59173.730499384925,0.006944717839360237,2020-11-20 17:31:55.147
59173.73188832821,0.008333661127835512,2020-11-20 17:33:55.152
59173.7332772715,0.009722604416310787,2020-11-20 17:35:55.156
59173.734666215256,0.01111154817044735,2020-11-20 17:37:55.161
59173.73605515901,0.012500491924583912,2020-11-20 17:39:55.166
59173.7374441023,0.013889435213059187,2020-11-20 17:41:55.170
59173.73883304605,0.01527837896719575,2020-11-20 17:43:55.175
59173.74022198934,0.016667322255671024,2020-11-20 17:45:55.180
59173.74161093263,0.0180562655441463,2020-11-20 17:47:55.185
59173.74299987592,0.019445208832621574,2020-11-20 17:49:55.189
59173.74438881967,0.020834152586758137,2020-11-20 17:51:55.194
59173.74577776296,0.022223095875233412,2020-11-20 17:53:55.199
59173.747166706715,0.023612039629369974,2020-11-20 17:55:55.203
59173.74855565,0.02500098291784525,2020-11-20 17:57:55.208
59173.74994459329,0.026389926206320524,2020-11-20 17:59:55.213
59173.75133353658,0.0277788694947958,2020-11-20 18:01:55.218
59173.75272247987,0.029167812783271074,2020-11-20 18:03:55.222
59173.75411142362,0.030556756537407637,2020-11-20 18:05:55.227
59173.75550036691,0.03194569982588291,2020-11-20 18:07:55.232
59173.7568893102,0.03333464311435819,2020-11-20 18:09:55.236
59173.758278253954,0.03472358686849475,2020-11-20 18:11:55.241
59173.75966719678,0.03611252969130874,2020-11-20 18:13:55.246
59173.761056140065,0.03750147297978401,2020-11-20 18:15:55.251
59173.76244508382,0.038890416733920574,2020-11-20 18:17:55.255
59173.76383402711,0.04027936002239585,2020-11-20 18:19:55.260
59173.765222970396,0.041668303310871124,2020-11-20 18:21:55.265
59173.76661191415,0.04305724706500769,2020-11-20 18:23:55.269
59173.76800085744,0.04444619035348296,2020-11-20 18:25:55.274
59173.76938980026,0.04583513317629695,2020-11-20 18:27:55.279
59173.77077874355,0.047224076464772224,2020-11-20 18:29:55.283
59173.772167687304,0.04861302021890879,2020-11-20 18:31:55.288
59173.77355663059,0.05000196350738406,2020-11-20 18:33:55.293
59173.77494557388,0.05139090679585934,2020-11-20 18:35:55.298
59173.77633451717,0.05277985008433461,2020-11-20 18:37:55.302
59173.77772346046,0.05416879337280989,2020-11-20 18:39:55.307
59173.77911240375,0.05555773666128516,2020-11-20 18:41:55.312
59173.780501347035,0.05694667994976044,2020-11-20 18:43:55.316
59173.781890290324,0.05833562323823571,2020-11-20 18:45:55.321
59173.78327923361,0.05972456652671099,2020-11-20 18:47:55.326
59173.7846681769,0.06111350981518626,2020-11-20 18:49:55.330
59173.78605712019,0.06250245310366154,2020-11-20 18:51:55.335
59173.78744606348,0.06389139639213681,2020-11-20 18:53:55.340
59173.7888350063,0.0652803392149508,2020-11-20 18:55:55.345
59173.79022394959,0.06666928250342607,2020-11-20 18:57:55.349
59173.79161289334,0.06805822625756264,2020-11-20 18:59:55.354
59173.79300183663,0.06944716954603791,2020-11-20 19:01:55.359
59173.79439077992,0.07083611283451319,2020-11-20 19:03:55.363
59173.79577972321,0.07222505612298846,2020-11-20 19:05:55.368
59173.7971686665,0.07361399941146374,2020-11-20 19:07:55.373
59173.79855760932,0.07500294223427773,2020-11-20 19:09:55.377
59173.79994655261,0.076391885522753,2020-11-20 19:11:55.382
59173.8013354959,0.07778082881122828,2020-11-20 19:13:55.387
59173.802724439185,0.07916977209970355,2020-11-20 19:15:55.392
59173.80411338201,0.08055871492251754,2020-11-20 19:17:55.396
59173.8055023253,0.08194765821099281,2020-11-20 19:19:55.401
59173.806891268585,0.08333660149946809,2020-11-20 19:21:55.406
59173.80828021141,0.08472554432228208,2020-11-20 19:23:55.410
59173.809669154696,0.08611448761075735,2020-11-20 19:25:55.415
59173.811058097985,0.08750343089923263,2020-11-20 19:27:55.420
59173.81244704127,0.0888923741877079,2020-11-20 19:29:55.424
59173.81383598456,0.09028131747618318,2020-11-20 19:31:55.429
59173.81522492785,0.09167026076465845,2020-11-20 19:33:55.434
59173.81661387067,0.09305920358747244,2020-11-20 19:35:55.438
59173.818002813496,0.09444814641028643,2020-11-20 19:37:55.443
59173.819391756784,0.0958370896987617,2020-11-20 19:39:55.448
59173.82078070007,0.09722603298723698,2020-11-20 19:41:55.452
59173.82216964336,0.09861497627571225,2020-11-20 19:43:55.457
59173.823558586184,0.10000391909852624,2020-11-20 19:45:55.462
59173.82494752947,0.10139286238700151,2020-11-20 19:47:55.467
59173.826336472295,0.1027818052098155,2020-11-20 19:49:55.471
59173.827725415584,0.10417074849829078,2020-11-20 19:51:55.476
59173.82911435841,0.10555969132110476,2020-11-20 19:53:55.481
59173.830503301695,0.10694863460958004,2020-11-20 19:55:55.485
59173.83189224498,0.10833757789805532,2020-11-20 19:57:55.490
59173.833281187806,0.1097265207208693,2020-11-20 19:59:55.495
59173.834670131095,0.11111546400934458,2020-11-20 20:01:55.499
59173.83605907392,0.11250440683215857,2020-11-20 20:03:55.504
59173.83744801674,0.11389334965497255,2020-11-20 20:05:55.509
59173.83883696003,0.11528229294344783,2020-11-20 20:07:55.513
59173.84022590332,0.1166712362319231,2020-11-20 20:09:55.518
59173.84161484614,0.11806017905473709,2020-11-20 20:11:55.523
59173.84300378943,0.11944912234321237,2020-11-20 20:13:55.527
