jd,jd_norm,UTC
58762.51808999991,431.0971900001168,2019-10-06 12:26:02.976
58763.34451999981,431.92362000001594,2019-10-07 08:16:06.528
58764.26593000023,432.8450300004333,2019-10-08 06:22:56.352
58764.50185000012,433.08095000032336,2019-10-08 12:02:39.840
58765.262500000186,433.84160000039265,2019-10-09 06:18:00.000
58766.404800000135,434.98390000034124,2019-10-10 09:42:54.720
58767.99935000017,436.57845000037923,2019-10-11 23:59:03.840
58772.08507000003,440.6641700002365,2019-10-16 02:02:30.048
58776.24269999983,444.8218000000343,2019-10-20 05:49:29.280
58779.45355999982,448.0326600000262,2019-10-23 10:53:07.584
58780.39176000003,448.9708600002341,2019-10-24 09:24:08.064
58781.48515000008,450.06425000028685,2019-10-25 11:38:36.960
58782.52632999979,451.105429999996,2019-10-26 12:37:54.912
58785.3190700002,453.89817000040784,2019-10-29 07:39:27.648
58786.00933999987,454.5884400000796,2019-10-30 00:13:26.976
58787.54047999997,456.1195800001733,2019-10-31 12:58:17.472
58788.02174000023,456.6008400004357,2019-11-01 00:31:18.336
58790.43839999987,459.0175000000745,2019-11-03 10:31:17.760
58791.30738000013,459.8864800003357,2019-11-04 07:22:37.632
58792.21400000015,460.7931000003591,2019-11-05 05:08:09.600
58795.24424999999,463.8233500001952,2019-11-08 05:51:43.200
58796.43163000001,465.0107300002128,2019-11-09 10:21:32.832
58798.31755999988,466.89666000008583,2019-11-11 07:37:17.184
58798.48470999999,467.0638100001961,2019-11-11 11:37:58.944
58799.18216999993,467.76127000013366,2019-11-12 04:22:19.488
58800.26996999979,468.8490699999966,2019-11-13 06:28:45.408
58802.23802000005,470.81712000025436,2019-11-15 05:42:44.928
58803.157699999865,471.7368000000715,2019-11-16 03:47:05.280
58804.24664000003,472.82574000023305,2019-11-17 05:55:09.696
58804.60138999997,473.18049000017345,2019-11-17 14:26:00.096
58807.03207000019,475.61117000039667,2019-11-20 00:46:10.848
58807.59327000007,476.1723700002767,2019-11-20 14:14:18.528
58808.20307999989,476.78218000009656,2019-11-21 04:52:26.112
