jd,UTC,jd_norm
55455.2738441,2010-09-16 06:34:20.130,192.27691509999568
55455.1415401,2010-09-16 03:23:49.065,192.14461109999684
55455.0754517,2010-09-16 01:48:39.027,192.07852270000149
55455.0093633,2010-09-16 00:13:28.989,192.01243429999886
55455.009236,2010-09-16 00:13:17.990,192.01230699999724
55455.4061482,2010-09-16 09:44:51.204,192.40921920000255
55263.4600566,2010-03-08 11:02:28.890,0.4631276000000071
55454.6786666,2010-09-15 16:17:16.794,191.68173759999627
55454.5463626,2010-09-15 13:06:45.729,191.54943359999743
55454.4140584,2010-09-15 09:56:14.646,191.41712939999707
55454.2817544,2010-09-15 06:45:43.580,191.28482539999823
55264.1217039,2010-03-09 02:55:15.217,1.1247748999958276
55454.8108434,2010-09-15 19:27:36.870,191.81391440000152
55454.8770592,2010-09-15 21:02:57.915,191.88013019999926
55454.9431476,2010-09-15 22:38:07.953,191.94621860000188
55262.996929,2010-03-07 23:55:34.666,0.0
55263.129233,2010-03-08 03:06:05.731,0.13230399999883957
55263.2615369,2010-03-08 06:16:36.788,0.2646078999969177
55263.3938409,2010-03-08 09:27:07.854,0.39691189999575727
55454.7447551,2010-09-15 17:52:26.841,191.74782609999966
55263.5261449,2010-03-08 12:37:38.919,0.5292159000018728
55263.5923605,2010-03-08 14:12:59.947,0.5954314999980852
55263.6584489,2010-03-08 15:48:09.985,0.6615199000007124
55263.6585762,2010-03-08 15:48:20.984,0.661647200002335
55263.7246645,2010-03-08 17:23:31.013,0.7277354999969248
55263.8569685,2010-03-08 20:34:02.078,0.8600394999957643
55263.9892725,2010-03-08 23:44:33.144,0.9923435000018799
