source_id,RA_ICRS,DE_ICRS,TimeG,FG,e_FG,RFG,Gmag,NG,TimeBP,FBP,e_FBP,RFBP,BPmag,TimeRP,FRP,e_FRP,RFRP,RPmag,e_Gmag,e_BPmag,e_RPmag
6262576790231189248,238.62393947787,-15.88783120873,1710.479011,123681.18,250.09548,494.536,12.956608,8,1710.4793,34743.578,97.963389,354.659,13.986356,1710.4794,132878.72,176.97174,750.847,11.939257,0.002195465124785862,0.0030613541926540868,0.0014460150228497268
6262576790231189248,238.62393947787,-15.88783120873,1710.552992,120299.01,155.77979,772.238,12.986712,7,1710.5533,33574.708,107.17512,313.27,14.023512,1710.5534,130621.66,182.81916,714.486,11.957857,0.001405961345588949,0.003465820403659121,0.0015196054079811055
6262576790231189248,238.62393947787,-15.88783120873,,,,,,9,1729.3505,32168.019,92.156966,349.057,14.069981,1729.3506,127518.8,177.32978,719.105,11.98396,0.01688125322455478,0.0031104854329657033,0.0015098429590601078
6262576790231189248,238.62393947787,-15.88783120873,,,,,,9,1729.4245,30494.965,86.828617,351.209,14.127972,1729.4246,122343.17,169.05836,723.674,12.028946,0.004789925621788727,0.0030914274892913374,0.0015003108238002463
6262576790231189248,238.62393947787,-15.88783120873,,,,,,9,1729.6006,25616.56,76.1054,336.593,14.31724,1729.6007,109291.89,155.78024,701.577,12.151426,0.014385675424200483,0.0032256629366940507,0.0015475644766863356
6262576790231189248,238.62393947787,-15.88783120873,1740.354647,107081.08,113.99938,939.313,13.113085,9,1740.355,28571.751,82.21894,347.508,14.1987,1740.3551,117426.02,162.08692,724.463,12.073485,0.0011558835060869745,0.0031243475373573136,0.0014986766762744282
6262576790231189248,238.62393947787,-15.88783120873,1740.428648,100627.94,67.865954,1482.75,13.18057,9,1740.429,26410.034,78.697706,335.588,14.28412,1740.4291,111267.57,156.83723,709.446,12.131974,0.000732247160463086,0.0032353214174435014,0.0015303997280157896
6262576790231189248,238.62393947787,-15.88783120873,1740.604708,91281.828,369.58741,246.983,13.286406,6,,,,,,,,,,,0.004395994697430761,,
6262576790231189248,238.62393947787,-15.88783120873,1740.678795,95237.696,156.79197,607.414,13.240345,8,1740.6791,24875.968,81.567069,304.976,14.349092,1740.6792,106992.25,160.71769,665.715,12.174515,0.0017874720367484582,0.0035600753276939603,0.0016309313504304617
6262576790231189248,238.62393947787,-15.88783120873,1830.484059,97385.481,141.2191,689.606,13.216131,8,1830.4844,25098.507,83.687813,299.906,14.339422,1830.4845,108661.27,164.19249,661.792,12.157709,0.0015744306861652073,0.003620250737270072,0.0016406004728491312
6262576790231189248,238.62393947787,-15.88783120873,1830.660238,121067.42,134.15472,902.446,12.979799,9,1830.6606,33672.442,91.993549,366.031,14.020356,1830.6606,130397.76,175.31991,743.77,11.95972,0.0012031034983911405,0.0029662454167562607,0.0014597733404464678
6262576790231189248,238.62393947787,-15.88783120873,1830.910419,123624.61,83.349354,1483.21,12.957104,9,1830.9107,34327.197,89.935235,381.688,13.999446,1830.9108,132993.93,174.9714,760.09,11.938316,0.0007320177696091564,0.002844564929753236,0.001428431987664524
6262576790231189248,238.62393947787,-15.88783120873,1837.914917,117354.94,120.98393,970.004,13.013613,9,1837.9152,32407.124,86.958297,372.674,14.061941,1837.9153,128265.58,170.71074,751.362,11.97762,0.0011193106399689967,0.002913364708235456,0.001445023918022682
6262576790231189248,238.62393947787,-15.88783120873,1837.988929,110895.46,182.01786,609.256,13.075082,9,1837.9892,30211.075,85.461709,353.504,14.138127,1837.9893,120671.01,164.17975,734.993,12.043888,0.001782069171403379,0.00307135285923469,0.0014772056574577318
6262576790231189248,238.62393947787,-15.88783120873,1838.165101,103667.86,161.80344,640.702,13.148257,9,1838.1654,29747.925,87.820591,338.735,14.154901,1838.1655,111941.59,163.16532,686.062,12.125417,0.0016946028678744764,0.0032052654150484757,0.0015825618993346954
6262576790231189248,238.62393947787,-15.88783120873,1838.239114,89971.952,62.778129,1433.17,13.302099,9,1838.2394,22739.764,78.819793,288.503,14.446577,1838.2395,134795.84,306.87004,439.26,11.923704,0.000757574844238972,0.0037633417352810426,0.0024717373517133424
6262576790231189248,238.62393947787,-15.88783120873,1875.71755,93142.117,98.390161,946.661,13.264502,7,1875.7179,24543.228,83.716066,293.172,14.363713,1875.718,103851.99,159.10525,652.725,12.206858,0.0011469114449017875,0.0037034070569739682,0.0016633896980894963
6262576790231189248,238.62393947787,-15.88783120873,1915.369843,106316.6,78.764384,1349.81,13.120864,9,1915.3702,28371.252,86.776361,326.947,14.206346,1915.3702,116840.88,165.24428,707.08,12.078908,0.0008043649190650561,0.0033208346552651732,0.001535521620730601
6262576790231189248,238.62393947787,-15.88783120873,1915.443856,115569.38,141.60453,816.142,13.03026,9,1915.4442,31771.22,93.396913,340.174,14.083457,1915.4443,125322.41,170.05973,736.932,12.002824,0.00133032785136304,0.003191706514787446,0.001473319941999138
6262576790231189248,238.62393947787,-15.88783120873,1915.620027,126357.41,129.86109,973.02,12.933365,9,1915.6203,35504.031,94.955419,373.902,13.962848,1915.6204,133613.73,348.39301,383.514,11.933268,0.001115841856859474,0.00290379805736081,0.0028310182227654374
6262576790231189248,238.62393947787,-15.88783120873,,,,,,9,1915.6944,35197.81,106.86796,329.358,13.972253,1915.6944,133754.99,185.26982,721.947,11.93212,0.0677687918763186,0.003296523655893466,0.001503900162700635
