source_id,RA_ICRS,DE_ICRS,TimeG,FG,e_FG,RFG,Gmag,NG,TimeBP,FBP,e_FBP,RFBP,BPmag,TimeRP,FRP,e_FRP,RFRP,RPmag,e_Gmag,e_BPmag,e_RPmag
3220708224794871808,82.56109169435,-0.83496128856,1717.683173,77718.252,52.078655,1492.32,13.461059,9,1717.6835,26305.104,99.530128,264.293,14.288442,1717.6836,75708.141,142.99676,529.44,12.550039,0.0007275470018112089,0.004108079688025976,0.0020507274045351224
3220708224794871808,82.56109169435,-0.83496128856,1717.859347,77764.536,85.423159,910.345,13.460413,9,1717.8597,25919.952,90.327272,286.956,14.304457,1717.8598,76182.732,135.13287,563.762,12.543254,0.0011926646929534854,0.003783633144360578,0.0019258780245879562
3220708224794871808,82.56109169435,-0.83496128856,1752.497153,78987.527,93.731296,842.702,13.443471,8,1752.4975,26626.512,83.781882,317.808,14.275257,1752.4976,77450.95,136.66578,566.718,12.525329,0.0012883991365636861,0.0034163326608522156,0.0019158317011929423
3220708224794871808,82.56109169435,-0.83496128856,1752.571194,78369.841,85.251976,919.273,13.451994,9,1752.5715,26135.468,77.507134,337.201,14.295467,1752.5716,76498.388,129.82819,589.228,12.538765,0.001181081340593394,0.0032198505689984116,0.0018426423087662621
3220708224794871808,82.56109169435,-0.83496128856,1875.750414,78200.937,67.776303,1153.81,13.454337,9,1875.7507,26362.199,81.974066,321.592,14.286088,1875.7508,76333.996,134.21585,568.741,12.541101,0.0009410013334208132,0.0033761300150807754,0.0019090184614124798
3220708224794871808,82.56109169435,-0.83496128856,1905.307836,77135.091,93.817943,822.178,13.469237,9,1905.3082,25963.211,92.530666,280.59,14.302646,1905.3082,75766.244,139.89652,541.588,12.549206,0.0013205602800291571,0.0038694710806988428,0.0020047280776340154
3220708224794871808,82.56109169435,-0.83496128856,1927.479647,82310.102,68.01156,1210.24,13.398734,9,1927.48,28418.41,88.301985,321.832,14.204543,1927.48,79690.426,138.83044,574.013,12.49438,0.0008971269776105953,0.003373611052360399,0.0018914848695940113
3220708224794871808,82.56109169435,-0.83496128856,1927.553669,85280.593,104.19191,818.495,13.360241,9,1927.554,29844.988,104.60047,285.324,14.151364,1927.5541,82686.019,142.25112,581.268,12.454315,0.0013265026068697786,0.0038052793760116966,0.0018678755250194502
3220708224794871808,82.56109169435,-0.83496128856,2075.127485,86660.968,102.90555,842.141,13.342808,9,2075.1278,29705.893,84.117246,353.149,14.156436,2075.1279,82959.471,140.37722,590.975,12.450731,0.0012892572502253602,0.0030744451758021865,0.0018371938518906051
3220708224794871808,82.56109169435,-0.83496128856,2108.040178,77866.343,66.815896,1165.39,13.458992,9,2108.0405,26470.926,80.378062,329.33,14.281619,2108.0406,75966.095,135.3748,561.154,12.546346,0.0009316533247304793,0.0032968008743514913,0.0019348279199015142
