source_id,RA_ICRS,DE_ICRS,TimeG,FG,e_FG,RFG,Gmag,NG,TimeBP,FBP,e_FBP,RFBP,BPmag,TimeRP,FRP,e_FRP,RFRP,RPmag,e_Gmag,e_BPmag,e_RPmag
6073363238660815104,191.55936475062,-55.4365378876,1699.200908,968.18439,11.455183,84.5193,18.222472,9,1699.2012,243.30463,28.075674,8.66603,19.373166,1699.2013,1215.5628,22.609925,53.7624,17.035952,0.012846010577829955,0.1252864597553548,0.020195101527758132
6073363238660815104,191.55936475062,-55.4365378876,1699.27489,980.64499,7.043734,139.222,18.208587,9,1699.2752,130.19999,21.052932,6.18441,20.052015,1699.2753,1187.2752,24.776858,47.9187,17.061517,0.007798578587023421,0.17556015548627132,0.022657873903835522
6073363238660815104,191.55936475062,-55.4365378876,1733.064849,1015.5226,6.0684839,167.344,18.170643,9,1733.0652,171.16101,16.033948,10.6749,19.75503,1733.0653,1246.9403,23.404745,53.2772,17.008281,0.006488061100975806,0.10170913252270011,0.02037898607465955
6073363238660815104,191.55936475062,-55.4365378876,1733.138854,1014.2362,8.8557442,114.529,18.172019,9,1733.1392,178.99295,17.542154,10.2036,19.706452,1733.1393,1237.6293,26.804906,46.1717,17.016419,0.009480042319547279,0.10640727306434493,0.023515164766492205
6073363238660815104,191.55936475062,-55.4365378876,1779.568459,1093.9672,7.5642783,144.623,18.089856,9,1779.5688,183.05187,19.748302,9.26925,19.682107,1779.5689,1262.5378,35.476198,35.5883,16.994785,0.007507364766673328,0.1171331735857021,0.0305082291997657
6073363238660815104,191.55936475062,-55.4365378876,1786.572506,1037.1863,10.661416,97.2841,18.147725,8,1786.5728,196.17064,38.150812,5.14198,19.606957,1786.5729,1310.8349,31.770915,41.259,16.954025,0.011160468804097776,0.2111514639974713,0.026315161942814552
6073363238660815104,191.55936475062,-55.4365378876,1828.44789,1085.4064,9.3653514,115.896,18.098386,8,1828.4482,135.56047,21.196507,6.39542,20.00821,1828.4483,1327.5062,26.230649,50.609,16.940304,0.009368197096739281,0.16976789077456814,0.021453432981030612
6073363238660815104,191.55936475062,-55.4365378876,1852.516773,1088.4609,6.5773253,165.487,18.095335,9,1852.5171,197.92732,18.592453,10.6456,19.597278,1852.5172,1356.9943,24.860574,54.5842,16.91645,0.006560860577244093,0.10198945429748606,0.01989103805584786
6073363238660815104,191.55936475062,-55.4365378876,1933.671803,1117.5544,7.8069711,143.148,18.066695,9,1933.6721,189.83288,17.180378,11.0494,19.642614,1933.6722,1337.729,24.470761,54.6664,16.931975,0.007584696702702257,0.09826199974435443,0.019861116246775876
6073363238660815104,191.55936475062,-55.4365378876,1933.921975,1136.6787,10.825032,105.005,18.048273,9,1933.9223,201.32136,19.44748,10.3521,19.578818,1933.9224,1340.1111,25.858506,51.8248,16.930043,0.010339886865184774,0.10488123628466263,0.020950140749640325
6073363238660815104,191.55936475062,-55.4365378876,1933.995983,1076.0866,10.503684,102.448,18.107749,9,,,,,,1933.9964,1344.635,23.75137,56.6129,16.926384,0.010597873816232528,0.03462655009564278,0.019178232250094705
6073363238660815104,191.55936475062,-55.4365378876,1934.172166,1070.6648,19.862046,53.9051,18.113233,9,1934.1725,225.74412,33.786627,6.68146,19.454501,1934.1725,1473.2299,24.520607,60.0813,16.827219,0.0201416376467886,0.16249975490195956,0.018071117605300856
