RA_ICRS,DE_ICRS,TimeG,Gmag,e_Gmag,TimeBP,BPmag,e_BPmag,TimeRP,RPmag,e_RPmag,BP-RP
86.18467906092,7.0993355086,2584.871987,15.145799,0.0018220645482844,2584.8723,15.967943,0.0078804575229191,2584.8724,14.225903,0.0042163631113291,1.7420399999999994
86.18467906092,7.0993355086,2584.946057,15.115783,0.0016275257278758,2584.9463,15.901903,0.0077550079104009,2584.9464,14.218974,0.0041041964399167,1.6829290000000015
86.18467906092,7.0993355086,2585.122163,15.053843,0.0014622314480704,2585.1225,15.850872,0.0071537562208934,2585.1226,14.144317,0.0040910103289888,1.7065550000000016
86.18467906092,7.0993355086,2585.196137,15.036528,0.0020445354133646,2585.1965,15.845747,0.0073219806115148,2585.1966,14.134127,0.0040328195192721,1.71162
86.18467906092,7.0993355086,2585.372354,14.977119,0.0014745716217601,,,,,,,
86.18467906092,7.0993355086,2585.622454,14.925232,0.0014283097158396,2585.6228,15.73852,0.0070413948653646,2585.6229,14.026514,0.0039621485357306,1.7120059999999988
86.18467906092,7.0993355086,2585.696455,14.912219,0.0016227060979513,2585.6968,15.722231,0.0064836187098755,2585.6969,14.014862,0.0038274280881269,1.707369
86.18467906092,7.0993355086,2585.946599,14.878885,0.0013175774124199,2585.9469,15.694941,0.0066508224792377,2585.947,13.984795,0.0037964935424966,1.710146
86.18467906092,7.0993355086,2587.697591,14.974042,0.0020032956022357,2587.6979,15.779937,0.0069245532483454,2587.698,14.070139,0.0039498425826575,1.709798000000001
86.18467906092,7.0993355086,2587.947734,15.015094,0.0020113068700113,2587.948,15.827081,0.00696469502404,2587.9481,14.112151,0.0040008992691887,1.714929999999999
86.18467906092,7.0993355086,2588.123878,15.04789,0.0013628893152097,2588.1242,15.866343,0.0073634364511004,2588.1243,14.143887,0.0042009075384366,1.722456000000001
86.18467906092,7.0993355086,2588.197879,15.063695,0.0010938339944094,2588.1982,15.854693,0.0070076947488366,2588.1983,14.162844,0.0040686651918845,1.6918489999999995
86.18467906092,7.0993355086,2588.374023,15.102606,0.0015820555087203,2588.3743,15.918012,0.007477235200452,2588.3744,14.200691,0.0043053205899708,1.7173209999999983
86.18467906092,7.0993355086,2588.447976,15.121593,0.0018634249130858,2588.4483,15.931843,0.0072550379750584,2588.4484,14.223518,0.004173467967621,1.7083250000000003
86.18467906092,7.0993355086,2588.624141,15.172427,0.0014861904108011,2588.6245,15.992694,0.0083214450868433,2588.6246,14.250016,0.0043702184946168,1.7426779999999997
86.18467906092,7.0993355086,2588.698164,15.179898,0.0013939989199329,2588.6985,15.997508,0.0075238026801575,2588.6986,14.271205,0.0041977712621761,1.7263029999999997
